"videoID","index","start_timestamp","end_timestamp"
"-M88ykpTcu4",1,"0:01:47.107","0:01:54.614"
"-Ly_go0uaNA",1,"0:14:56.045","0:15:10.693"
"-05Wz-RuJxk",2,"0:02:13.333","0:02:29.282"
"--Cy6tulXcU",0,"0:00:05.972","0:00:54.020"
"-1cNG3cU_PI",0,"0:00:00.750","0:00:07.041"
"-PAqYhWSm2k",0,"0:00:21.800","0:01:09.800"
"-EmIH316mc4",2,"0:01:26.433","0:01:45.333"
"-C-g3UMrtrY",1,"0:00:13.096","0:01:01.144"
"-E6s8Lh7zc4",1,"0:00:20.954","0:01:09.002"
"-JvTvUtnnCI",0,"0:01:35.595","0:01:43.603"
"-PGwOAT8quE",2,"0:01:44.337","0:02:12.198"
"-O355FuraDY",0,"0:00:02.280","0:00:10.280"
"-0X2tl_lpnQ",2,"0:01:24.084","0:01:33.051"
"-8SpCsVQC1I",0,"0:11:44.437","0:11:54.313"
"-PdZlWVKWks",1,"0:06:25.718","0:06:31.265"
"-QkHv7pKHBc",2,"0:05:52.218","0:06:02.295"
"-IkYAJQ0RvM",1,"0:00:12.979","0:00:30.730"
"-3EqfAXp6RA",1,"0:17:16.769","0:17:32.584"
"-QLkWze1dbU",0,"0:00:11.411","0:00:23.390"
"-15Ayy15VQ8",0,"0:00:06.798","0:00:21.604"
"--s2SurZS9Y",0,"0:00:37.037","0:01:07.100"
"-Pri75I_X4o",1,"0:00:12.612","0:00:17.784"
"-QJUu41pe1s",1,"0:00:12.112","0:01:00.160"
"--4Cg4id5FI",0,"0:00:05.755","0:00:12.470"
"-3SgveHZfII",1,"0:00:58.240","0:01:05.160"
"-R1WWSiA3G8",1,"0:00:18.400","0:00:42.400"
"-PCmxcxWDyY",0,"0:00:08.480","0:00:20.520"
"-FTl5BAvwWo",0,"0:00:13.530","0:00:30.747"
"--BclzTcMPY",1,"0:00:15.482","0:01:03.530"
"-4VAwJhifZg",1,"0:00:10.477","0:00:58.525"
"-OY9h8enuMM",1,"0:03:32.033","0:03:52.033"
"-Fj2x26JUM0",0,"0:00:09.809","0:00:33.833"
"-PAw8UYdmX0",2,"0:12:17.625","0:12:29.625"
"--bY-1OKHi8",0,"0:00:12.846","0:01:00.894"
"-665wMOTPaM",0,"0:00:05.338","0:00:48.423"
"--Ugh-ASC38",0,"0:00:08.008","0:00:36.327"
"-0OUnB31PM0",0,"0:00:06.000","0:00:54.000"
"-Q6n4RniicI",2,"0:07:04.090","0:07:12.365"
"-PbAPCPljho",2,"0:09:19.792","0:09:32.905"
"-0ajgproIzk",0,"0:00:13.000","0:00:37.000"
"-02ymBxHpEw",1,"0:00:43.710","0:00:51.735"
"-Mff3ULkYaw",0,"0:00:09.409","0:00:20.420"
"-47RzGcrdpY",0,"0:00:06.000","0:00:54.000"
"-0MqMWQqosU",0,"0:00:02.160","0:00:07.480"
"-OFRpRzSjLk",0,"0:00:15.933","0:00:41.200"
"--_8VAi6wO0",0,"0:04:47.870","0:05:07.223"
"-0QWl1XLOW8",0,"0:04:07.480","0:04:13.000"
"-Qvcu70YnYY",0,"0:00:01.401","0:00:12.645"
"-Q6UU-cWdiM",2,"0:06:05.565","0:06:21.514"
"-IDG9WaD_Zw",1,"0:00:51.184","0:01:37.397"
"-Qdb1DyPYmk",0,"0:01:38.932","0:01:47.574"
"-5oPxsCc-7Y",1,"0:00:34.875","0:01:10.791"
"-PEvLSSsuQ4",0,"0:00:12.579","0:00:20.854"
"-QJGFfrwoFc",1,"0:00:46.000","0:01:34.000"
"-B7L3c7Qmn4",0,"0:00:00.967","0:00:08.875"
"-AXcbxOdIXc",1,"0:00:18.250","0:01:06.250"
"--sk2OTRrUA",0,"0:00:11.720","0:00:59.768"
"-Qn6f9WMP1w",2,"0:02:00.600","0:02:06.880"
"-7xDMW2qZ1M",2,"0:01:48.403","0:01:56.403"
"-LcVX008rcw",2,"0:02:08.628","0:02:19.606"
"--WUYdTVbIk",1,"0:00:22.633","0:00:55.300"
"-0Z0-x6mAw0",0,"0:00:19.619","0:00:31.598"
"-035dVeZWFU",0,"0:00:17.851","0:00:51.017"
"-EC1RgsTcWU",0,"0:00:07.607","0:00:28.862"
"-Q4aLvuo8v4",0,"0:00:01.468","0:00:13.313"
"-0ArENTx8l0",0,"0:00:06.000","0:00:54.000"
"-0O8obe9i7k",1,"0:00:20.920","0:01:08.968"
"--nKJJhOx4M",0,"0:00:16.082","0:00:25.458"
"-8tlYk_hbGU",0,"0:00:05.989","0:00:54.003"
"--vtHVr4tVs",1,"0:00:14.381","0:01:02.162"
"-KAHnEzOXeU",2,"0:00:21.396","0:01:09.444"
"-QGFjnTQaDg",1,"0:20:09.640","0:20:37.680"
"--8VDCUGDhg",2,"0:04:32.038","0:04:44.017"
"-PvpKomNpOI",2,"0:16:10.703","0:16:35.794"
"-K_CsFspcA8",1,"0:06:17.310","0:07:05.324"
"-0I8UawoV84",2,"0:00:32.320","0:00:39.000"
"-QjISrbhn5o",0,"0:00:01.634","0:00:14.848"
"-KwmWRfXDSQ",2,"0:08:41.254","0:08:56.903"
"-Qh30OpqQ88",0,"0:00:01.738","0:00:09.760"
"-7Hx_NXSpCk",1,"0:00:30.266","0:00:42.266"
"-E84lwsCqaw",0,"0:02:48.535","0:03:24.337"
"-72K3N6qw10",0,"0:00:01.160","0:00:10.760"
"-J3ApTBQAM8",2,"0:01:22.280","0:02:10.280"
"-Cl2afBWdVo",0,"0:00:13.560","0:00:21.000"
"-NnWD6gYRyg",2,"0:02:04.958","0:02:17.971"
"-MR3HvBqpME",2,"0:02:18.822","0:02:38.174"
"-LVDL62Cg7E",1,"0:01:48.141","0:02:18.071"
"-QeLAHYP99Y",0,"0:00:01.534","0:00:13.863"
"-EMFzdXra2k",1,"0:00:08.500","0:00:56.500"
"-0NeCfFXXp4",1,"0:03:24.760","0:03:30.800"
"-4VBBKdxo4c",0,"0:00:05.964","0:00:54.012"
"-Po3jrCcTbc",2,"0:01:35.929","0:01:44.312"
"-8g3jOTYRzQ",1,"0:02:18.280","0:02:31.160"
"-7tOJKYWs9Q",1,"0:01:44.771","0:01:57.350"
"-NOeG7ei8ck",0,"0:00:18.852","0:00:26.860"
"-6HQ0cxXMEE",0,"0:00:11.344","0:00:59.392"
"-QfZpgIaruY",0,"0:00:05.972","0:00:54.020"
"-Psze_BYQvo",0,"0:00:05.972","0:00:54.020"
"-PtWIZVRvHk",2,"0:01:43.703","0:02:07.594"
"-EHst6999GI",0,"0:00:15.882","0:01:03.663"
"-BxY6svmvX4",0,"0:00:07.073","0:00:15.081"
"-DfGKaMi1hE",1,"0:00:12.000","0:00:28.500"
"-Nw8EWUrJuQ",0,"0:00:24.482","0:00:33.324"
"-Fvh0WPd4uA",1,"0:01:39.000","0:02:11.000"
"-PLOt9heijA",0,"0:00:04.354","0:00:17.384"
"-6sAkrKpsgs",1,"0:00:07.974","0:00:22.455"
"-E7xJSKKaag",0,"0:02:59.746","0:03:05.952"
"-6pH9HJ8GsA",0,"0:00:00.867","0:00:08.108"
"--KD9d_Hs7w",1,"0:02:35.088","0:02:43.096"
"--VmU1cQKfg",0,"0:00:00.917","0:00:08.550"
"-15KAbFw0RY",2,"0:01:19.880","0:01:48.960"
"-3XjxO_Y1vY",1,"0:00:59.760","0:01:06.240"
"-Q8spqPMtP8",0,"0:01:06.200","0:01:16.400"
"-LUBNsfpVN8",0,"0:00:13.146","0:00:23.990"
"--s59S35Dq8",0,"0:00:02.969","0:00:26.860"
"-Q47IDE5WnI",1,"0:00:11.000","0:00:59.000"
"-0pSPeRgiNU",0,"0:00:15.680","0:01:03.680"
"-0Ht8FLV2bA",1,"0:05:42.041","0:06:13.873"
"-0AAhXT99Zw",0,"0:02:36.197","0:02:56.509"
"--DYxYfAQqY",2,"0:02:32.886","0:02:42.829"
"-55he7NGmDA",0,"0:00:05.972","0:00:54.020"
"--XiGjUeiIA",2,"0:03:11.920","0:03:59.920"
"-7cnqh9Hnxk",2,"0:04:08.640","0:04:21.920"
"-Pk5dBS-r-M",0,"0:00:01.468","0:00:13.446"
"-08KUpI9iHE",1,"0:07:59.040","0:08:11.560"
"-9_LoB1Ib20",2,"0:18:15.794","0:18:27.773"
"-I6qMKx_u-4",0,"0:00:03.683","0:00:33.300"
"--D6pymU85w",0,"0:00:02.902","0:00:26.159"
"-QXgzceX_Dk",2,"0:00:33.566","0:00:47.247"
"-I0LyrQaoR0",1,"0:00:15.782","0:00:24.657"
"-Q3tdzQ2kHM",0,"0:00:03.236","0:00:29.295"
"-5nmuwQ0kwA",0,"0:00:09.476","0:00:29.963"
"-4pp-Oxn-PQ",1,"0:00:49.458","0:01:37.458"
"-DHde2_nFMI",1,"0:10:42.541","0:10:58.324"
"-0e60FecLC8",2,"0:01:30.457","0:01:55.248"
"-OtoWlBwdog",1,"0:01:39.833","0:01:45.939"
"-PgRB5jjyws",0,"0:00:10.944","0:00:58.992"
"-QyPJ7bnlEA",2,"0:03:17.040","0:03:29.400"
"---NMimBuMg",0,"0:00:07.340","0:00:26.292"
"-1N4rKPJzXM",0,"0:00:07.440","0:00:55.488"
"-9Z-fcHnH_I",0,"0:00:22.480","0:00:50.925"
"-0G28i7q-v8",2,"0:10:10.743","0:10:58.791"
"--RDFztyTwY",1,"0:02:38.992","0:02:44.364"
"-CKu28J5_yI",0,"0:00:15.749","0:00:59.459"
"-KK6-qjmy2Y",2,"0:01:23.208","0:01:28.755"
"-575UZ7uzn8",0,"0:00:22.188","0:00:27.794"
"-02VUAHCqF4",2,"0:00:46.946","0:00:52.652"
"-BwlBMHaj40",2,"0:10:54.487","0:11:08.267"
"-QS8qvalkJc",1,"0:00:30.830","0:01:18.878"
"--ll-maBKPY",0,"0:00:00.900","0:00:08.274"
"-JKmT37e8OA",0,"0:00:01.735","0:00:15.749"
"-Qg3p5LSPKU",2,"0:02:30.717","0:02:35.788"
"-Q7fZXjfQaw",0,"0:00:00.733","0:00:06.733"
"-0ESyXe2Pbo",1,"0:01:31.758","0:02:01.871"
"-QXzWXuVqr0",0,"0:00:05.972","0:00:54.020"
"-LPEpz7IDYc",2,"0:12:27.160","0:12:38.880"
"-Q0YR5UhVMw",0,"0:03:05.200","0:03:22.200"
"-Qf1molcE9Y",0,"0:00:28.561","0:00:39.172"
"-27ZU8ddLGg",1,"0:01:23.708","0:01:41.559"
"-QAqC9T-3tw",1,"0:00:18.720","0:00:35.720"
"-Q2Ggo88yFc",2,"0:01:17.210","0:01:25.118"
"-AgTXQCEnYk",0,"0:03:23.203","0:04:11.251"
"-OQuAZ_eQOY",1,"0:07:13.266","0:07:22.074"
"-PvSZcQKYUs",0,"0:00:01.468","0:00:13.246"
"-6F3z3lIsMw",2,"0:01:39.799","0:01:47.340"
"-2OHTIKASKg",1,"0:00:19.986","0:01:08.001"
"-QHgbxg9Lzs",0,"0:00:08.360","0:00:56.360"
"-Q_pu3NTJM0",0,"0:01:39.199","0:01:48.575"
"-Qp89qUg3cc",2,"0:01:41.401","0:01:51.911"
"-Nznz8oIg7g",1,"0:00:34.868","0:01:22.916"
"-KVzW-PYFCM",0,"0:00:13.440","0:00:28.800"
"-MuJX3cUfJA",0,"0:00:05.000","0:00:45.000"
"--45hTBwKRI",0,"0:00:00.750","0:00:07.090"
"-5Mt3BgntwY",1,"0:05:40.933","0:05:55.833"
"-4eiU1SHpzY",0,"0:00:15.120","0:01:03.120"
"-A2u-J0MwIc",1,"0:03:39.666","0:03:59.933"
"-NodDRTsV88",1,"0:00:14.014","0:01:02.062"
"-045K9l30sY",1,"0:07:54.266","0:08:07.066"
"--S6FpsEc40",0,"0:01:22.148","0:01:43.770"
"--TxuKZOsNQ",0,"0:00:07.657","0:00:36.953"
"-L2gFMqh9RU",0,"0:00:05.972","0:00:54.020"
"-L3Uvi9vBhw",1,"0:02:09.946","0:02:17.420"
"--m_2nwU4R8",1,"0:01:33.026","0:02:01.254"
"-0Y_VXy0soc",1,"0:00:28.980","0:00:37.002"
"-PbWKsSO8Qk",1,"0:04:13.962","0:05:01.426"
"-Pe6dyACVW4",1,"0:01:46.506","0:02:34.554"
"-7MjB3355nM",0,"0:00:45.345","0:00:50.950"
"-NeY2-yVJns",0,"0:00:01.000","0:00:09.000"
"-2HzxbaTI7w",0,"0:00:08.541","0:00:56.589"
"--jrlO_kYmo",1,"0:00:11.444","0:00:20.286"
"-0VnQJF_WKQ",2,"0:03:03.880","0:03:33.300"
"-PfCQlAaZ4Y",1,"0:00:53.420","0:00:58.491"
"-MS5YNUlMHQ",0,"0:00:00.834","0:00:07.540"
"-A9UYNXXGzE",0,"0:00:02.469","0:00:22.389"
"-0RH2ohWaa0",2,"0:06:14.273","0:06:27.353"
"-H6tbOkcXzQ",0,"0:03:05.852","0:03:27.207"
"-HofMPysnvw",0,"0:00:02.569","0:00:12.979"
"-IP_-OM639A",0,"0:00:01.601","0:00:14.481"
"-R-GIzp0IEU",1,"0:03:43.289","0:04:03.643"
"-QJsljIDKkk",0,"0:00:02.002","0:00:18.143"
"-2_VlEPLPO8",2,"0:02:23.676","0:02:29.983"
"-OCHoNdaLHM",0,"0:00:01.468","0:00:13.213"
"-QGxiHjLfkI",0,"0:00:08.975","0:00:16.983"
"-OUc2_M1PeQ",2,"0:08:40.360","0:09:28.360"
"-Q28NlI67bg",2,"0:05:28.261","0:06:16.309"
"-Cn4gwbAo8A",1,"0:00:14.414","0:00:22.422"
"-PaJGY39K90",2,"0:02:39.259","0:03:24.437"
"-K-30VyUH8Q",0,"0:00:12.779","0:00:22.422"
"-0Pe0Z7bPOU",2,"0:02:48.635","0:02:58.311"
"-ITDO0241ek",1,"0:00:09.680","0:00:54.840"
"-0AstU4_bDw",0,"0:00:05.989","0:00:54.003"
"-30eKztgoiw",1,"0:00:37.103","0:00:45.745"
"-Qz6lGW-MLQ",2,"0:00:43.076","0:00:48.181"
"---agFLYkbY",0,"0:02:55.642","0:03:43.690"
"-1UMo3HhCjE",0,"0:00:12.680","0:00:21.360"
"-4oyB9grInI",0,"0:00:09.309","0:00:27.293"
"--iW6tuP5C0",0,"0:00:05.972","0:00:54.020"
"-Is9eC_pWsI",0,"0:00:04.666","0:00:42.166"
"-MKvrQxmrn4",0,"0:00:11.011","0:00:59.059"
"-EDudgUZyQ8",1,"0:01:26.833","0:02:12.533"
"-QT4r2HbpFQ",1,"0:01:44.521","0:01:53.696"
"-QnzcRkFHTs",0,"0:04:05.280","0:04:32.080"
"-2J89yYFWPs",0,"0:00:10.885","0:00:58.600"
"-OOhzk82CIQ",0,"0:01:26.953","0:01:36.729"
"-QRtn1mTlck",0,"0:00:31.360","0:00:42.800"
"-BF39i_s9FE",0,"0:00:03.500","0:00:31.500"
"-QHMF20Zbys",2,"0:04:25.531","0:04:37.977"
"-4HaGUJyifE",2,"0:01:08.735","0:01:19.212"
"-PmPCN9uO8U",1,"0:00:06.500","0:00:18.500"
"-0OdHjHtvEA",1,"0:03:55.602","0:04:15.521"
"-5myKfod5us",0,"0:00:06.000","0:00:54.000"
"-3KXxXNwtNw",0,"0:00:10.093","0:00:18.977"
"-R-k1KE4Xfs",1,"0:02:48.568","0:02:56.509"
"-JHzTH7DDRs",2,"0:03:45.491","0:04:06.312"
"-FkG_IFUWBc",0,"0:00:16.549","0:00:26.459"
"-Oh17Lz-cI4",1,"0:07:57.443","0:08:04.016"
"-GzhFnbTPp8",0,"0:02:45.440","0:03:01.440"
"-4rbwNeVC3M",0,"0:00:01.301","0:00:11.711"
"--v4P2VsNmQ",2,"0:05:04.470","0:05:21.254"
"-3UODqCz5l4",1,"0:00:43.593","0:00:52.635"
"-0bAqr8wJTc",0,"0:00:18.118","0:00:28.828"
"-PaZ0vhp-Es",2,"0:02:11.480","0:02:18.960"
"-QswZKhHUeM",0,"0:00:01.568","0:00:14.114"
"--TQgwA9jBg",0,"0:00:05.972","0:00:54.020"
"-BetpfoP39A",1,"0:00:42.433","0:00:54.266"
"--Kkllwu4uc",2,"0:01:09.169","0:01:15.775"
"-QuidMsaEiE",0,"0:00:01.100","0:00:09.900"
"-Q1mOUHSarE",0,"0:00:05.972","0:00:54.020"
"-F604nsB5N8",0,"0:00:05.972","0:00:54.020"
"-QgXvU1U-Q4",0,"0:00:01.000","0:00:09.000"
"-0--t6e09wo",0,"0:00:00.867","0:00:07.974"
"--XzB-mD5hw",2,"0:01:50.083","0:02:02.833"
"-1SVJhYU-s0",1,"0:01:36.496","0:01:42.836"
"-MKItQFA4ik",0,"0:00:15.181","0:00:21.488"
"-6yo5KzvDNo",0,"0:00:13.000","0:00:37.000"
"-0X2driN__A",2,"0:02:21.374","0:02:26.412"
"-QYc66ubfKs",1,"0:04:24.530","0:04:37.543"
"-Pg0PaUWoPo",1,"0:05:39.520","0:05:50.400"
"--VXd2RGRq8",1,"0:00:10.510","0:00:17.751"
"-JTd-IdHEL0",2,"0:02:01.621","0:02:19.205"
"-D-PW-E1tM4",0,"0:00:06.000","0:00:54.000"
"-1KZw_ZpJiE",0,"0:00:19.200","0:00:34.200"
"-BMov9K7IZg",0,"0:00:04.920","0:00:12.280"
"-8SwiBjSYCM",0,"0:00:10.810","0:00:50.784"
"-BYLJDkZDJU",1,"0:01:26.419","0:01:33.626"
"--qSQfhZ0jk",0,"0:00:01.200","0:00:11.160"
"-88AIK6RJ3Y",1,"0:00:10.377","0:00:58.391"
"-Q9ekCa6ZCY",0,"0:00:06.000","0:00:54.000"
"-MfVDYwgVVY",0,"0:00:01.434","0:00:13.046"
"-00R66PCRcc",0,"0:02:20.966","0:02:28.966"
"-Qs6tb0R70Q",0,"0:02:49.240","0:03:11.000"
"--ilOiQr1TI",2,"0:01:23.249","0:01:38.231"
"-IXcYmgvKbo",1,"0:00:22.255","0:00:42.175"
"--7-VSjvJII",1,"0:00:26.092","0:00:58.425"
"-JG-UwkHUP8",0,"0:00:20.120","0:00:35.101"
"-0OM6RQguLw",0,"0:00:04.720","0:00:42.480"
"-FuDZ9_kEQg",1,"0:00:14.147","0:00:34.167"
"-QPQPp5-aUk",1,"0:01:28.680","0:01:41.680"
"-PHJRVXblRg",1,"0:01:35.087","0:01:41.964"
"-QLGHxswT3s",0,"0:00:08.274","0:00:16.282"
"-E8f-ieeLGw",0,"0:00:03.470","0:00:31.331"
"-Iz8xZD9LcI",1,"0:01:06.760","0:01:13.840"
"-QtIyeY5mrU",0,"0:00:00.800","0:00:07.374"
"-EFYz_Auq-M",0,"0:00:10.944","0:00:58.992"
"-LloVUQA_v0",0,"0:02:15.480","0:02:22.920"
"-0kMuQ8_tfw",0,"0:00:21.727","0:00:32.958"
"-LTmJmDuIyk",2,"0:02:04.400","0:02:22.080"
"-9twgESXZro",0,"0:03:19.900","0:03:32.866"
"-6iqQhv1Qow",1,"0:02:34.954","0:02:42.962"
"-MSNZg4DmQg",1,"0:00:09.376","0:00:21.688"
"-0eTOyyuAO0",1,"0:00:22.555","0:00:44.377"
"-EWbjznanKk",1,"0:05:08.541","0:05:14.047"
"--l4sHsTwaA",0,"0:00:05.338","0:00:16.182"
"-9o19AwwqC0",1,"0:01:06.800","0:01:14.808"
"-QhzvVVDYg8",0,"0:01:37.080","0:01:47.560"
"-QvcLDV4sNw",0,"0:00:05.992","0:00:53.995"
"--iIX4m1Z7U",0,"0:00:04.000","0:00:36.160"
"--4h43TyorE",1,"0:01:15.875","0:01:22.849"
"-QFXkBVEheA",2,"0:01:50.443","0:02:38.491"
"--rM5rm0DVM",0,"0:00:18.351","0:00:46.171"
"-D9zFGmBFLo",1,"0:00:21.721","0:00:37.537"
"-Bf2zBTvt1M",2,"0:01:52.178","0:02:08.128"
"-Iod7VOPyoc",1,"0:00:13.947","0:00:20.153"
"-Q2WdaK8wwU",0,"0:03:00.960","0:03:06.640"
"-CDtaeDHcBs",2,"0:03:51.030","0:03:57.370"
"--NN5x8LLz8",0,"0:00:10.040","0:00:17.360"
"-I00cQPoEIg",1,"0:01:10.003","0:01:58.051"
"-0cWnFJ4emc",0,"0:00:56.022","0:01:08.301"
"-PxhNBQ64A0",1,"0:00:14.180","0:00:22.455"
"-PpPz9MkMV0",1,"0:03:11.960","0:03:19.160"
"--6Rz6GUzB4",0,"0:00:17.317","0:00:23.690"
"-E8uVG_SZEw",0,"0:00:02.293","0:00:20.937"
"-ECvDShbYiE",2,"0:07:15.868","0:08:03.916"
"-Q-9P2vtSHo",2,"0:02:29.115","0:02:51.004"
"-Qhe1SqDMPs",0,"0:00:12.045","0:00:20.320"
"-NOF2gshrKE",0,"0:00:06.000","0:00:54.000"
"-HpdFe9eeIg",0,"0:00:52.302","0:01:33.343"
"--mzdHRqwas",1,"0:00:06.606","0:00:12.178"
"-Kyiw5qkEoE",2,"0:03:11.658","0:03:36.182"
"-Q4MBdwizzg",0,"0:00:08.274","0:00:56.322"
"-MDrkPoxlZg",0,"0:00:05.972","0:00:54.020"
"-7d2fNut76Y",0,"0:01:09.335","0:01:15.542"
"-QVBROxx8xo",0,"0:01:06.440","0:01:12.840"
"-2DrM66ncfc",0,"0:00:00.866","0:00:08.066"
"-H_1_6EWjcU",1,"0:08:17.196","0:08:26.572"
"--xo39ekfrk",1,"0:00:41.975","0:00:47.680"
"-0ESmjHMwBo",0,"0:00:06.706","0:00:22.989"
"-9loTql3MNQ",2,"0:01:56.416","0:02:11.264"
"-4SzLu95WN8",1,"0:01:11.880","0:01:59.880"
"-5vBStkvKY0",2,"0:05:17.900","0:05:49.633"
"--q1-AUFbgA",0,"0:00:10.977","0:00:58.992"
"-QpaIePLhNo",0,"0:00:06.339","0:00:37.470"
"-0UfjxNtoAI",2,"0:12:20.920","0:12:48.960"
"-0G8rAWfjJ4",2,"0:14:30.903","0:15:18.918"
"-0FW_8FSP9M",1,"0:00:07.941","0:00:31.831"
"-NFuzfrLgxg",2,"0:03:30.560","0:04:18.291"
"-FOEKbTNFXU",1,"0:07:16.235","0:07:26.712"
"--32mihYAqc",0,"0:00:01.101","0:00:09.976"
"-0R4_I8K4FM",2,"0:00:15.890","0:01:03.938"
"-FRJ6vE3I64",0,"0:07:14.534","0:07:31.184"
"-C7rb1Lxs2U",0,"0:00:15.920","0:00:23.480"
"-0Vd0LiDHL8",2,"0:05:51.934","0:06:35.770"
"-0baOqZztz8",0,"0:00:02.000","0:00:18.000"
"-CwN3M2N9fw",0,"0:00:20.240","0:00:26.960"
"-QED0HrDVy4",1,"0:04:18.958","0:04:57.196"
"-01I4ghHdsc",0,"0:00:05.972","0:00:54.020"
"-L9-wX6TocU",0,"0:00:24.057","0:00:43.810"
"-Q63Oyb5AzM",1,"0:04:11.751","0:04:17.882"
"-0QDrhC8HzM",2,"0:07:12.533","0:07:17.966"
"-0hWiBkSarU",0,"0:00:08.366","0:00:56.366"
"-CRltwtqzi8",0,"0:00:05.972","0:00:54.020"
"-GDFYwBIyms",0,"0:00:56.623","0:01:03.596"
"-QUjk71liqs",2,"0:10:47.396","0:11:07.792"
"-JBTLJVZffA",0,"0:00:03.680","0:00:33.160"
"-Lr3KGO527E",2,"0:02:56.160","0:03:07.080"
"-L0dLiT6Iqc",1,"0:00:21.121","0:00:44.611"
"-0PP5TW1cJk",2,"0:05:28.795","0:05:36.803"
"--gNSTvJ3js",1,"0:00:31.865","0:00:43.209"
"-JAzOssAhj4",0,"0:00:05.972","0:00:54.020"
"--DgJSxkY90",1,"0:10:33.199","0:10:46.679"
"--yBOY38PI4",1,"0:00:12.040","0:00:25.000"
"-0c-Knjs37Q",1,"0:01:00.994","0:01:49.042"
"-QiBTDs4wPQ",0,"0:00:06.000","0:00:54.000"
"--EvpEuhwWk",0,"0:00:04.104","0:00:37.237"
"-QYDHfD1VEg",2,"0:08:20.333","0:08:27.240"
"-PEMEWBEFpY",2,"0:18:31.844","0:19:19.892"
"-QPjr_zZb1M",0,"0:00:05.964","0:00:54.012"
"-7ikfpo3LzY",0,"0:00:02.836","0:00:20.812"
